session,verdict,C1,C2,C3,C4,C5,C7,tar_bytes_now,wfz_bytes_now,b2_wfz_bytes,notes
ZYE_0091/2025-06-14/1,PASS,pass,pass,pass,pass,pass,pass,115798132224,44030338611,44030338611,
ZYE_0091/2025-06-17/1,PASS,pass,pass,pass,pass,pass,pass,128742077952,47866374996,47866374996,
ZYE_0091/2025-06-18/1,PASS,pass,pass,pass,pass,pass,pass,115295030784,41611179005,41611179005,
ZYE_0091/2025-06-19/1,PASS,pass,pass,pass,pass,pass,pass,48735026688,17500055033,17500055033,
ZYE_0091/2025-06-19/2,PASS,pass,pass,pass,pass,pass,pass,100518403584,35962383979,35962383979,
ZYE_0092/2025-06-02/1,PASS,pass,pass,pass,pass,pass,pass,60521522688,22465862766,22465862766,
ZYE_0092/2025-06-09/3,PASS,pass,pass,pass,pass,pass,pass,116866985472,42619285197,42619285197,
ZYE_0092/2025-06-14/1,PASS,pass,pass,pass,pass,pass,pass,145947514368,51843317420,51843317420,
ZYE_0092/2025-06-14/3,PASS,pass,pass,pass,pass,pass,pass,135119758848,48046008755,48046008755,
ZYE_0092/2025-06-15/1,PASS,pass,pass,pass,pass,pass,pass,116401853952,41450671741,41450671741,
ZYE_0092/2025-06-15/3,PASS,pass,pass,pass,pass,pass,pass,113855970816,40611192888,40611192888,
ZYE_0092/2025-06-19/2,PASS,pass,pass,pass,pass,pass,pass,108526892544,38308735233,38308735233,
ZYE_0092/2025-06-21/1,PASS,pass,pass,pass,pass,pass,pass,95612057088,33188634147,33188634147,
ZYE_0092/2025-06-21/2,PASS,pass,pass,pass,pass,pass,pass,100675345920,34966980318,34966980318,
ZYE_0092/2025-06-22/1,PASS,pass,pass,pass,pass,pass,pass,116060124672,40723838879,40723838879,
ZYE_0092/2025-06-23/2,PASS,pass,pass,pass,pass,pass,pass,95407019520,33829932324,33829932324,
ZYE_0092/2025-06-24/1,PASS,pass,pass,pass,pass,pass,pass,101039224320,35584205943,35584205943,
ZYE_0092/2025-07-09/2,PASS,pass,pass,pass,pass,pass,pass,108724336128,39508773304,39508773304,
ZYE_0093/2025-06-02/2,PASS,pass,pass,pass,pass,pass,pass,133295304192,50084103361,50084103361,
ZYE_0093/2025-06-03/1,PASS,pass,pass,pass,pass,pass,pass,42746537472,15879697470,15879697470,
ZYE_0093/2025-06-14/1,PASS,pass,pass,pass,pass,pass,pass,43705910784,15803849030,15803849030,
ZYE_0094/2025-06-03/1,PASS,pass,pass,pass,pass,pass,pass,38788173312,14705968785,14705968785,
ZYE_0094/2025-06-16/3,PASS,pass,pass,pass,pass,pass,pass,135494395392,47747309332,47747309332,
ZYE_0094/2025-06-17/1,PASS,pass,pass,pass,pass,pass,pass,114315406848,40267193581,40267193581,
ZYE_0094/2025-06-17/3,PASS,pass,pass,pass,pass,pass,pass,115937988096,41022162983,41022162983,
ZYE_0094/2025-06-18/1,PASS,pass,pass,pass,pass,pass,pass,121148093952,43624653695,43624653695,
ZYE_0094/2025-06-18/3,PASS,pass,pass,pass,pass,pass,pass,128208600576,45711088274,45711088274,
ZYE_0094/2025-06-19/1,PASS,pass,pass,pass,pass,pass,pass,97550421504,34720746026,34720746026,
ZYE_0094/2025-06-21/2,PASS,pass,pass,pass,pass,pass,pass,114849517056,40622707207,40622707207,
ZYE_0094/2025-06-21/3,PASS,pass,pass,pass,pass,pass,pass,97718754816,34416348876,34416348876,
ZYE_0094/2025-06-22/1,PASS,pass,pass,pass,pass,pass,pass,95384870400,33526690737,33526690737,
ZYE_0094/2025-06-24/1,PASS,pass,pass,pass,pass,pass,pass,95058329088,33597878018,33597878018,
ZYE_0094/2025-07-10/1,PASS,pass,pass,pass,pass,pass,pass,131416425984,47542800424,47542800424,
ZYE_0094/2025-07-16/1,PASS,pass,pass,pass,pass,pass,pass,103338935808,39032701223,39032701223,
ZYE_0094/2025-07-18/1,PASS,pass,pass,pass,pass,pass,pass,163887035904,60079077564,60079077564,
ZYE_0094/2025-07-19/1,PASS,pass,pass,pass,pass,pass,pass,134328086016,50132203034,50132203034,
ZYE_0094/2025-07-20/1,PASS,pass,pass,pass,pass,pass,pass,126525900288,46956585075,46956585075,
ZYE_0094/2025-07-21/1,PASS,pass,pass,pass,pass,pass,pass,130255179264,49539071764,49539071764,
ZYE_0094/2025-07-26/1,PASS,pass,pass,pass,pass,pass,pass,102434618880,38396033765,38396033765,
ZYE_0095/2025-07-07/1,PASS,pass,pass,pass,pass,pass,pass,33587559936,12023607561,12023607561,
ZYE_0095/2025-07-08/1,PASS,pass,pass,pass,pass,pass,pass,108458546688,39534772521,39534772521,
ZYE_0095/2025-07-09/3,PASS,pass,pass,pass,pass,pass,pass,108275658240,39883621083,39883621083,
ZYE_0095/2025-07-10/1,PASS,pass,pass,pass,pass,pass,pass,134264169984,48524934382,48524934382,
ZYE_0095/2025-07-12/3,PASS,pass,pass,pass,pass,pass,pass,114588157440,41165872294,41165872294,
ZYE_0095/2025-07-16/1,PASS,pass,pass,pass,pass,pass,pass,98269951488,37536439360,37536439360,
ZYE_0095/2025-07-17/1,PASS,pass,pass,pass,pass,pass,pass,151455051264,57889298616,57889298616,
ZYE_0095/2025-07-18/1,PASS,pass,pass,pass,pass,pass,pass,132323907072,49570830450,49570830450,
ZYE_0095/2025-07-19/1,PASS,pass,pass,pass,pass,pass,pass,129750179328,48992261740,48992261740,
ZYE_0095/2025-07-20/1,PASS,pass,pass,pass,pass,pass,pass,124193914368,47007965836,47007965836,
ZYE_0095/2025-07-26/1,PASS,pass,pass,pass,pass,pass,pass,144157232640,55266191433,55266191433,
ZYE_0096/2025-07-07/1,PASS,pass,pass,pass,pass,pass,pass,31921946112,11313953469,11313953469,
ZYE_0096/2025-07-08/1,PASS,pass,pass,pass,pass,pass,pass,123730048512,43415775600,43415775600,
ZYE_0096/2025-07-09/1,PASS,pass,pass,pass,pass,pass,pass,108535752192,38600558107,38600558107,
ZYE_0096/2025-07-10/1,PASS,pass,pass,pass,pass,pass,pass,108633841152,37345896971,37345896971,
ZYE_0096/2025-07-12/1,PASS,pass,pass,pass,pass,pass,pass,128929396224,45237518259,45237518259,
ZYE_0096/2025-07-12/2,PASS,pass,pass,pass,pass,pass,pass,125458312704,43923203254,43923203254,
ZYE_0097/2025-07-07/1,PASS,pass,pass,pass,pass,pass,pass,30879038976,11360720413,11360720413,
ZYE_0097/2025-07-08/1,PASS,pass,pass,pass,pass,pass,pass,111227186688,40851073956,40851073956,
ZYE_0097/2025-07-09/1,PASS,pass,pass,pass,pass,pass,pass,111025946112,40656244452,40656244452,
ZYE_0097/2025-07-15/1,PASS,pass,pass,pass,pass,pass,pass,102858616320,40849342871,40849342871,
ZYE_0097/2025-07-16/1,PASS,pass,pass,pass,pass,pass,pass,152628954624,59150071316,59150071316,
ZYE_0097/2025-07-18/1,PASS,pass,pass,pass,pass,pass,pass,142620083712,55192515391,55192515391,
ZYE_0097/2025-07-19/1,PASS,pass,pass,pass,pass,pass,pass,128705373696,49663530916,49663530916,
ZYE_0097/2025-07-20/1,PASS,pass,pass,pass,pass,pass,pass,126846113280,49439421679,49439421679,
ZYE_0097/2025-07-22/1,PASS,pass,pass,pass,pass,pass,pass,128923700736,49556640968,49556640968,
ZYE_0097/2025-07-26/1,PASS,pass,pass,pass,pass,pass,pass,149934355968,56535625734,56535625734,
ZYE_0097/2025-11-18/1,PASS,pass,pass,pass,pass,pass,pass,46691612160,16207262599,16207262599,
ZYE_0097/2025-11-18/8,PASS,pass,pass,pass,pass,pass,pass,26269490688,9108660002,9108660002,
ZYE_0098/2025-07-07/1,PASS,pass,pass,pass,pass,pass,pass,28848913920,10262581560,10262581560,
ZYE_0098/2025-07-08/1,PASS,pass,pass,pass,pass,pass,pass,107885200896,39381867545,39381867545,
ZYE_0098/2025-07-09/1,PASS,pass,pass,pass,pass,pass,pass,108638903808,39920312324,39920312324,
ZYE_0098/2025-07-15/1,PASS,pass,pass,pass,pass,pass,pass,103566755328,38911494682,38911494682,
ZYE_0098/2025-07-16/1,PASS,pass,pass,pass,pass,pass,pass,137711205888,50849122383,50849122383,
ZYE_0098/2025-07-18/1,PASS,pass,pass,pass,pass,pass,pass,116963808768,42945885743,42945885743,
ZYE_0098/2025-07-19/1,PASS,pass,pass,pass,pass,pass,pass,124984954368,45846202772,45846202772,
ZYE_0098/2025-07-20/1,PASS,pass,pass,pass,pass,pass,pass,129033813504,47900126003,47900126003,
ZYE_0098/2025-07-26/1,PASS,pass,pass,pass,pass,pass,pass,182918825472,67212590763,67212590763,
ZYE_0098/2025-11-19/1,PASS,pass,pass,pass,pass,pass,pass,46415064576,16581714478,16581714478,
ZYE_0098/2025-11-19/5,PASS,pass,pass,pass,pass,pass,pass,42071938560,14874918071,14874918071,
ZYE_0098/2025-11-20/6,PASS,pass,pass,pass,pass,pass,pass,52774393344,22747056873,22747056873,
ZYE_0098/2025-11-21/2,PASS,pass,pass,pass,pass,pass,pass,53751485952,20107423870,20107423870,
ZYE_0098/2025-12-16/1,PASS,pass,pass,pass,pass,pass,pass,100861398528,36692669503,36692669503,
ZYE_0098/2025-12-17/2,PASS,pass,pass,pass,pass,pass,pass,93542696960,32514339901,32514339901,
ZYE_0098/2025-12-18/1,PASS,pass,pass,pass,pass,pass,pass,101058846720,33497517949,33497517949,
ZYE_0098/2026-01-02/1,REFUSE,pass,pass,fail,pass,pass,pass,96341080576,32231604079,32231604079,C3: format_version=2 sha=False
default/2025-03-05/3,PASS,pass,pass,pass,pass,pass,pass,5194318336,1860513193,1860513193,
test/2025-02-03/3,PASS,pass,pass,pass,pass,pass,pass,530947584,192141819,192141819,
test/2025-04-30/3,PASS,pass,pass,pass,pass,pass,pass,36694789632,16003350941,16003350941,
test/2025-11-05/1,PASS,pass,pass,pass,pass,pass,pass,10444501504,4193621602,4193621602,
test/2026-02-17/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,505364720,505364720,C4: the tar is already gone
